timestamp,label,date,method,window_name,scenario,P_pv_kw,P_smooth_kw,P_batt_req_kw,P_batt_act_kw,SoC_actual,P_out_act_kw,is_active
2024-06-05 00:00:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:05:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:10:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:15:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:20:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:25:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:30:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:35:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:40:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:45:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:50:00,clear,2024-06-05,SMA,60min,small,0.0,,,,0.5,,0
2024-06-05 00:55:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:00:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:05:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:10:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:15:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:20:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:25:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:30:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:35:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:40:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:45:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:50:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 01:55:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:00:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:05:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:10:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:15:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:20:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:25:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:30:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:35:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:40:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:45:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:50:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 02:55:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 03:00:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 03:05:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
2024-06-05 03:10:00,clear,2024-06-05,SMA,60min,small,0.0,0.0,0.0,0.0,0.5,0.0,0
